Недела;Ден;Датум;Час;Просторија;Студиска програма;Семестар;предмет;тип на настава;проф/асс;Групи
20;вторник;12-May;8:00;03 пред.;Магистер;2;Фармацевтска ботаника и биологија;Предавање;Проф. д-p Ѓоше Стефков;
20;вторник;12-May;9:00;03 пред.;Магистер;2;Фармацевтска ботаника и биологија;Предавање;Проф. д-p Ѓоше Стефков;
20;вторник;12-May;10:00;03 пред.;Магистер;2;Фармацевтска ботаника и биологија;Предавање;Проф. д-p Ѓоше Стефков;
20;вторник;12-May;11:00;03 пред.;Магистер;6;Фармацевтско право и етика;Предавање;Проф. д-p Катерина Анчевска Нетковска;
20;вторник;12-May;12:00;03 пред.;Магистер;6;Фармацевтско право и етика;Предавање;Проф. д-p Катерина Анчевска Нетковска;
20;вторник;12-May;13:00;04 пред.;Магистер;6;Лабораториски менаџмент (изборен);Предавање;;
20;вторник;12-May;14:00;04 пред.;Магистер;6;Лабораториски менаџмент (изборен);Предавање;;
20;вторник;12-May;15:00;04 пред.;Магистер;6;Лабораториски менаџмент (изборен);Предавање;;
20;вторник;12-May;8:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
20;вторник;12-May;9:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
20;вторник;12-May;10:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
20;вторник;12-May;8:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
20;вторник;12-May;9:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
20;вторник;12-May;10:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
20;вторник;12-May;8:00;10 лаб.;Лабораториско;6;Токсиколошки и форензички анализи;Вежби;Aсс. м-р Ана Марија Бајатовска;
20;вторник;12-May;9:00;10 лаб.;Лабораториско;6;Токсиколошки и форензички анализи;Вежби;Aсс. м-р Ана Марија Бајатовска;
20;вторник;12-May;10:00;10 лаб.;Лабораториско;6;Токсиколошки и форензички анализи;Вежби;Aсс. м-р Ана Марија Бајатовска;
20;вторник;12-May;11:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
20;вторник;12-May;12:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
20;вторник;12-May;13:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
20;вторник;12-May;14:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
20;вторник;12-May;8:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;9:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;10:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;11:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;12:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;13:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;14:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;15:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;16:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;17:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;8:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;9:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;10:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;11:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;12:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;13:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;14:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;15:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;16:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;17:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;;
20;вторник;12-May;11:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Искра Давкова;
20;вторник;12-May;12:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Искра Давкова;
20;вторник;12-May;13:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Филип Тодоров;
20;вторник;12-May;14:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Филип Тодоров;
20;вторник;12-May;8:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
20;вторник;12-May;9:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
20;вторник;12-May;10:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
20;вторник;12-May;11:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
20;вторник;12-May;16:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
20;вторник;12-May;17:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
20;вторник;12-May;18:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
20;вторник;12-May;19:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
20;вторник;12-May;13:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
20;вторник;12-May;14:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
20;вторник;12-May;15:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
20;вторник;12-May;16:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
20;среда;13-May;9:00;01 пред.;Магистер;8;Вовед во клиничката фармација;Предавање;;
20;среда;13-May;10:00;01 пред.;Магистер;8;Вовед во клиничката фармација;Предавање;;
20;среда;13-May;11:00;01 пред.;Магистер;6;Фармацевтска хемија 2;Предавање;;
20;среда;13-May;12:00;01 пред.;Магистер;6;Фармацевтска хемија 2;Предавање;;
20;среда;13-May;13:00;01 пред.;Магистер;6;Фармацевтска хемија 2;Предавање;;
20;среда;13-May;8:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-р Марија Карапанџова;
20;среда;13-May;9:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-р Марија Карапанџова;
20;среда;13-May;10:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-р Марија Карапанџова;
20;среда;13-May;11:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;Проф. д-p Катерина Брезовска;
20;среда;13-May;12:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;Проф. д-p Катерина Брезовска;
20;среда;13-May;13:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;Проф. д-p Катерина Брезовска;
20;среда;13-May;14:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
20;среда;13-May;15:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
20;среда;13-May;16:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
20;среда;13-May;8:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Колоквиум 2;;
20;среда;13-May;9:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Колоквиум 2;;
20;среда;13-May;10:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Колоквиум 2;;
20;среда;13-May;11:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Проф. д-p Ана Поцева Пановска;
20;среда;13-May;12:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Проф. д-p Ана Поцева Пановска;
20;среда;13-May;13:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Проф. д-p Ана Поцева Пановска;
20;среда;13-May;11:00;04 пред.;Лабораториско;4;Микробиологија со имунологија;Предавање;;
20;среда;13-May;12:00;04 пред.;Лабораториско;4;Микробиологија со имунологија;Предавање;;
20;среда;13-May;13:00;04 пред.;Диететика;6;Токсикологија на храна;Предавање;;
20;среда;13-May;14:00;04 пред.;Диететика;6;Токсикологија на храна;Предавање;;
20;среда;13-May;8:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;1
20;среда;13-May;9:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;1
20;среда;13-May;10:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;1
20;среда;13-May;14:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
20;среда;13-May;15:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
20;среда;13-May;16:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
20;среда;13-May;8:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;2
20;среда;13-May;9:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;2
20;среда;13-May;10:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;2
20;среда;13-May;14:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
20;среда;13-May;15:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
20;среда;13-May;16:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
20;среда;13-May;11:00;10 лаб.;Магистер;4;Фитохемија;Вежби;;1
20;среда;13-May;12:00;10 лаб.;Магистер;4;Фитохемија;Вежби;;1
20;среда;13-May;13:00;10 лаб.;Магистер;4;Фитохемија;Вежби;;1
20;среда;13-May;14:00;10 лаб.;Магистер;4;Фитохемија;Вежби;;1
20;среда;13-May;15:00;10 лаб.;Магистер;4;Фитохемија;Вежби;;3
20;среда;13-May;16:00;10 лаб.;Магистер;4;Фитохемија;Вежби;;3
20;среда;13-May;17:00;10 лаб.;Магистер;4;Фитохемија;Вежби;;3
20;среда;13-May;18:00;10 лаб.;Магистер;4;Фитохемија;Вежби;;3
20;среда;13-May;8:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;9:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;10:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;11:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
20;среда;13-May;12:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
20;среда;13-May;13:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
20;среда;13-May;14:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;15:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;16:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;8:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;9:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;10:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;11:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
20;среда;13-May;12:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
20;среда;13-May;13:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
20;среда;13-May;14:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;15:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;16:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
20;среда;13-May;11:00;14 лаб.;Магистер;4;Фитохемија;Вежби;;2
20;среда;13-May;12:00;14 лаб.;Магистер;4;Фитохемија;Вежби;;2
20;среда;13-May;13:00;14 лаб.;Магистер;4;Фитохемија;Вежби;;2
20;среда;13-May;14:00;14 лаб.;Магистер;4;Фитохемија;Вежби;;2
20;среда;13-May;15:00;14 лаб.;Магистер;4;Фитохемија;Вежби;;4
20;среда;13-May;16:00;14 лаб.;Магистер;4;Фитохемија;Вежби;;4
20;среда;13-May;17:00;14 лаб.;Магистер;4;Фитохемија;Вежби;;4
20;среда;13-May;18:00;14 лаб.;Магистер;4;Фитохемија;Вежби;;4
20;среда;13-May;13:00;Инст. за микро. ;Лабораториско;4;Микробиологија со имунологија;Вежби;;
20;среда;13-May;14:00;Инст. за микро. ;Лабораториско;4;Микробиологија со имунологија;Вежби;;
20;среда;13-May;15:00;Инст. за микро. ;Лабораториско;4;Микробиологија со имунологија;Вежби;;
20;четврток;14-May;9:00;01 пред.;Лабораториско;4;Анализа на прехранбени производи;Предавање;Проф. д-р Тања Петреска Ивановска;
20;четврток;14-May;10:00;01 пред.;Лабораториско;4;Анализа на прехранбени производи;Предавање;Проф. д-р Тања Петреска Ивановска;
20;четврток;14-May;11:00;01 пред.;Магистер;8;Фармакоинформатика;Предавање;;
20;четврток;14-May;12:00;01 пред.;Магистер;8;Фармакоинформатика;Предавање;;
20;четврток;14-May;13:00;01 пред.;Лабораториско;2;Аналитичка хемија;Предавање;;
20;четврток;14-May;14:00;01 пред.;Лабораториско;2;Аналитичка хемија;Предавање;;
20;четврток;14-May;15:00;01 пред.;Лабораториско;2;Пребарување и користење на извори на информации;Предавање;;
20;четврток;14-May;16:00;01 пред.;Лабораториско;2;Пребарување и користење на извори на информации;Предавање;;
20;четврток;14-May;8:00;02 пред.;Магистер;4;Основи на имунологијата;Предавање;;
20;четврток;14-May;9:00;02 пред.;Магистер;4;Основи на имунологијата;Предавање;;
20;четврток;14-May;10:00;02 пред.;Магистер;6;Хомеопатски лекови (изборен);Предавање;Проф. д-p Катерина Горачинова;
20;четврток;14-May;11:00;02 пред.;Магистер;6;Хомеопатски лекови (изборен);Предавање;Проф. д-p Катерина Горачинова;
20;четврток;14-May;8:00;03 пред.;Магистер;8;Клиничка биохемија;Предавање;Проф. д-р Марија Хиљадникова Бајро;
20;четврток;14-May;9:00;03 пред.;Магистер;8;Клиничка биохемија;Предавање;Проф. д-р Марија Хиљадникова Бајро;
20;четврток;14-May;10:00;03 пред.;Магистер;8;Клиничка биохемија;Предавање;Проф. д-р Марија Хиљадникова Бајро;
20;четврток;14-May;11:00;03 пред.;Магистер;2;Физичка хемија за фармацевти;Предавање;;
20;четврток;14-May;12:00;03 пред.;Магистер;2;Физичка хемија за фармацевти;Предавање;;
20;четврток;14-May;13:00;03 пред.;Магистер;2;Физичка хемија за фармацевти;Предавање;;
20;четврток;14-May;8:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;9:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;10:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;11:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;12:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;13:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;14:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;15:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;16:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;17:00;08 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;
20;четврток;14-May;8:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;4
20;четврток;14-May;9:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;4
20;четврток;14-May;10:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;4
20;четврток;14-May;11:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;4
20;четврток;14-May;12:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;4
20;четврток;14-May;13:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;6
20;четврток;14-May;14:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;6
20;четврток;14-May;15:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;6
20;четврток;14-May;16:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;6
20;четврток;14-May;17:00;09 лаб.;Магистер;6;Фармацевтска технологија;Вежби;Aсс. м-р Теодора Тасевска;6
20;четврток;14-May;8:00;10 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
20;четврток;14-May;9:00;10 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
20;четврток;14-May;10:00;10 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
20;четврток;14-May;8:00;11 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;9:00;11 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;10:00;11 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;14:00;11 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;15:00;11 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;16:00;11 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;8:00;12 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;9:00;12 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;10:00;12 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;12:00;12 лаб.;Магистер;4;Фармацевтска ботаника;Вежби;;
20;четврток;14-May;13:00;12 лаб.;Магистер;4;Фармацевтска ботаника;Вежби;;
20;четврток;14-May;14:00;12 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;15:00;12 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;16:00;12 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;Асс. м-р Олга Гигопулу;
20;четврток;14-May;12:00;14 лаб.;Магистер;4;Фармацевтска ботаника;Вежби;;
20;четврток;14-May;13:00;14 лаб.;Магистер;4;Фармацевтска ботаника;Вежби;;
20;четврток;14-May;13:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
20;четврток;14-May;14:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
20;четврток;14-May;15:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
20;четврток;14-May;16:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
20;петок;15-May;10:00;01 пред.;Магистер;6;Хомеопатски лекови (изборен);Предавање;Проф. д-p Рената Славеска Раички;
20;петок;15-May;11:00;01 пред.;Магистер;6;Хомеопатски лекови (изборен);Предавање;Проф. д-p Рената Славеска Раички;
20;петок;15-May;10:00;02 пред.;Магистер;6;Фармацевтска технологија;Предавање;Проф. д-р Никола Гешковски;
20;петок;15-May;11:00;02 пред.;Магистер;6;Фармацевтска технологија;Предавање;Проф. д-р Никола Гешковски;
20;петок;15-May;12:00;02 пред.;Лабораториско;2;Биостатистика и биоинформатика;Предавање;;
20;петок;15-May;13:00;02 пред.;Лабораториско;2;Биостатистика и биоинформатика;Предавање;;
20;петок;15-May;9:00;04 пред.;Магистер;8;Вовед во клиничката фармација;Вежби;;
20;петок;15-May;10:00;04 пред.;Магистер;8;Вовед во клиничката фармација;Вежби;;
20;петок;15-May;11:00;04 пред.;Лабораториско;;;Семинарски;Проф. д-p Рената Славеска Раички;
20;петок;15-May;12:00;04 пред.;Лабораториско;;;Семинарски;Проф. д-p Рената Славеска Раички;
20;петок;15-May;13:00;04 пред.;Лабораториско;;;Семинарски;Проф. д-p Рената Славеска Раички;
20;петок;15-May;14:00;04 пред.;Лабораториско;;;Семинарски;Проф. д-p Рената Славеска Раички;
20;петок;15-May;11:00;08 лаб.;Лабораториско;4;Лабораториски техники и инструментални методи – 2;Вежби;Aсс. м-р Хрисанта Гоџо;
20;петок;15-May;12:00;08 лаб.;Лабораториско;4;Лабораториски техники и инструментални методи – 2;Вежби;Aсс. м-р Хрисанта Гоџо;
20;петок;15-May;13:00;08 лаб.;Лабораториско;4;Лабораториски техники и инструментални методи – 2;Вежби;Aсс. м-р Хрисанта Гоџо;
20;петок;15-May;11:00;09 лаб.;Лабораториско;4;Лабораториски техники и инструментални методи – 2;Вежби;Aсс. м-р Хрисанта Гоџо;
20;петок;15-May;12:00;09 лаб.;Лабораториско;4;Лабораториски техники и инструментални методи – 2;Вежби;Aсс. м-р Хрисанта Гоџо;
20;петок;15-May;13:00;09 лаб.;Лабораториско;4;Лабораториски техники и инструментални методи – 2;Вежби;Aсс. м-р Хрисанта Гоџо;
20;петок;15-May;8:00;10 лаб.;Лабораториско;6;Клиничко биохемиски анализи;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;9:00;10 лаб.;Лабораториско;6;Клиничко биохемиски анализи;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;10:00;10 лаб.;Лабораториско;6;Клиничко биохемиски анализи;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;11:00;10 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;12:00;10 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;13:00;10 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;14:00;10 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;15:00;10 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;16:00;10 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;17:00;10 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;8:00;11 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;;
20;петок;15-May;9:00;11 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;;
20;петок;15-May;10:00;11 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;;
20;петок;15-May;11:00;11 лаб.;Магистер;4;Основи на имунологијата;Вежби;;1
20;петок;15-May;12:00;11 лаб.;Магистер;4;Основи на имунологијата;Вежби;;1
20;петок;15-May;13:00;11 лаб.;Магистер;4;Основи на имунологијата;Вежби;;1
20;петок;15-May;14:00;11 лаб.;Магистер;4;Основи на имунологијата;Вежби;;3
20;петок;15-May;15:00;11 лаб.;Магистер;4;Основи на имунологијата;Вежби;;3
20;петок;15-May;16:00;11 лаб.;Магистер;4;Основи на имунологијата;Вежби;;3
20;петок;15-May;8:00;12 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;;
20;петок;15-May;9:00;12 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;;
20;петок;15-May;10:00;12 лаб.;Магистер;2;Органска хемија применета во фармација;Вежби;;
20;петок;15-May;11:00;12 лаб.;Магистер;4;Основи на имунологијата;Вежби;;2
20;петок;15-May;12:00;12 лаб.;Магистер;4;Основи на имунологијата;Вежби;;2
20;петок;15-May;13:00;12 лаб.;Магистер;4;Основи на имунологијата;Вежби;;2
20;петок;15-May;14:00;12 лаб.;Магистер;4;Основи на имунологијата;Вежби;;4
20;петок;15-May;15:00;12 лаб.;Магистер;4;Основи на имунологијата;Вежби;;4
20;петок;15-May;16:00;12 лаб.;Магистер;4;Основи на имунологијата;Вежби;;4
20;петок;15-May;8:00;14 лаб.;Лабораториско;6;Клиничко биохемиски анализи;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;9:00;14 лаб.;Лабораториско;6;Клиничко биохемиски анализи;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;10:00;14 лаб.;Лабораториско;6;Клиничко биохемиски анализи;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;11:00;14 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;12:00;14 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;13:00;14 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;14:00;14 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;15:00;14 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;16:00;14 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;17:00;14 лаб.;Магистер;8;Клиничка биохемија;Вежби;Асс. м-р Кристина Шутевска;
20;петок;15-May;9:00;НФИЦ;Магистер;8;Вовед во клиничката фармација;Вежби;;
20;петок;15-May;10:00;НФИЦ;Магистер;8;Вовед во клиничката фармација;Вежби;;
20;петок;15-May;11:00;НФИЦ;Магистер;8;Вовед во клиничката фармација;Вежби;;
20;петок;15-May;12:00;НФИЦ;Магистер;8;Вовед во клиничката фармација;Вежби;;
21;понеделник;18-May;9:00;01 пред.;Лабораториско;4;Патофизиологија со патологија;Предавање;;
21;понеделник;18-May;10:00;01 пред.;Лабораториско;4;Патофизиологија со патологија;Предавање;;
21;понеделник;18-May;11:00;01 пред.;Магистер;4;Фармацевтска хемија 1;Предавање;;
